Pathway Id	Description	pvalue		
DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.3	NA	0.0153774992803
CAMP METABOLIC PROCESS%GOBP%GO:0046058	NA	0.0323315191687
BIOCARTA_TOLL_PATHWAY%MSIGDB_C2%BIOCARTA_TOLL_PATHWAY	NA	0.00838380707538
MORPHOGENESIS OF EMBRYONIC EPITHELIUM%GOBP%GO:0016331	NA	0.00143995868359
LIMB DEVELOPMENT%GOBP%GO:0060173	NA	0.0
MITOTIC DNA INTEGRITY CHECKPOINT%GOBP%GO:0044774	NA	0.00110306810919
EMBRYONIC ORGAN DEVELOPMENT%GOBP%GO:0048568	NA	0.00547860264715
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0048706	NA	1.14798375786E-4
COLUMNAR/CUBOIDAL EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0002065	NA	0.0
MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517	NA	0.0012586735602
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME%R-HSA-5685942.1	NA	0.0482985789617
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	NA	0.0255983258248
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	NA	0.0105270110596
REGULATION OF ORGAN MORPHOGENESIS%GOBP%GO:2000027	NA	8.12047458191E-5
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	NA	7.62474793593E-4
ORGAN GROWTH%GOBP%GO:0035265	NA	0.0
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	NA	0.0
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	NA	0.0
POSITIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900544	NA	0.0397073505749
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	NA	0.0153414804889
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079	NA	0.00133166115912
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	NA	1.79405833786E-4
CELLULAR RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GOBP%GO:0044344	NA	1.72107171257E-4
MOLTING CYCLE%GOBP%GO:0042303	NA	2.60744842345E-4
NEGATIVE REGULATION OF SEQUENCE-SPECIFIC DNA BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0043433	NA	0.0114092179279
PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY	NA	0.0260504228746
COSTIMULATION BY THE CD28 FAMILY%REACTOME DATABASE ID RELEASE 59%388841	NA	0.0111341757841
SIGNALING BY NOTCH%REACTOME%R-HSA-157118.1	NA	0.0288839734785
EAR MORPHOGENESIS%GOBP%GO:0042471	NA	0.0
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	NA	0.00494557118988
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	NA	7.00613800007E-4
ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 59%382556	NA	0.0147880752963
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	NA	0.00493939144882
MAMMARY GLAND EPITHELIUM DEVELOPMENT%GOBP%GO:0061180	NA	0.00588725908218
REGULATION OF TP53 ACTIVITY%REACTOME DATABASE ID RELEASE 59%5633007	NA	5.12368073859E-4
DEVELOPMENTAL PROCESS INVOLVED IN REPRODUCTION%GOBP%GO:0003006	NA	2.51558179983E-4
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	NA	0.0209937049253
CELL CYCLE CHECKPOINTS%REACTOME DATABASE ID RELEASE 59%69620	NA	0.0250009886414
ODONTOGENESIS%GOBP%GO:0042476	NA	0.0
TELENCEPHALON DEVELOPMENT%GOBP%GO:0021537	NA	1.23629020077E-4
CYCLIN D ASSOCIATED EVENTS IN G1%REACTOME%R-HSA-69231.3	NA	0.00125260413332
TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-2151201.2	NA	0.0103571009912
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542	NA	0.046788948011
REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048638	NA	0.00417728132731
CERAMIDE SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CERAMIDE SIGNALING PATHWAY	NA	0.00764167301458
MULTICELLULAR ORGANISMAL SIGNALING%GOBP%GO:0035637	NA	0.0417869753579
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138	NA	0.0
CELL CYCLE CHECKPOINT%GOBP%GO:0000075	NA	0.0
BUTYROPHILIN (BTN) FAMILY INTERACTIONS%REACTOME DATABASE ID RELEASE 59%8851680	NA	0.0268243392323
COREGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%COREGULATION OF ANDROGEN RECEPTOR ACTIVITY	NA	0.00360466899968
RESPONSE TO FIBROBLAST GROWTH FACTOR%GOBP%GO:0071774	NA	1.67250966999E-4
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.3	NA	0.0152831071916
MITOCHONDRIAL TRANSLATIONAL ELONGATION%GOBP%GO:0070125	NA	0.00646811875463
SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:0001501	NA	0.00548481128755
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901988	NA	0.0013249014578
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	NA	0.0
MEIOTIC CELL CYCLE PROCESS%GOBP%GO:1903046	NA	0.00396390269439
RORA ACTIVATES GENE EXPRESSION%REACTOME DATABASE ID RELEASE 59%1368082	NA	7.22754271221E-4
RECOMBINATIONAL REPAIR%GOBP%GO:0000725	NA	0.00492513494529
INTERLEUKIN-4 AND 13 SIGNALING%REACTOME DATABASE ID RELEASE 59%6785807	NA	0.0354240236065
REGULATION OF OSSIFICATION%GOBP%GO:0030278	NA	0.00783558986161
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	NA	0.018166006302
NEGATIVE REGULATION OF GENE SILENCING BY RNA%GOBP%GO:0060967	NA	0.0311677590259
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	NA	0.0
APPENDAGE MORPHOGENESIS%GOBP%GO:0035107	NA	2.18790714769E-4
RESPIRATORY SYSTEM DEVELOPMENT%GOBP%GO:0060541	NA	0.0
TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS%REACTOME DATABASE ID RELEASE 59%452723	NA	0.0381688842849
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME DATABASE ID RELEASE 59%1912408	NA	0.00518529618365
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	NA	0.00460360944254
ANIMAL ORGAN FORMATION%GOBP%GO:0048645	NA	1.1795796411E-4
GLAND DEVELOPMENT%GOBP%GO:0048732	NA	0.0
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	NA	0.00372174521123
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	NA	1.03898327984E-4
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	NA	0.00117514036288
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME%R-HSA-6804760.1	NA	0.0368457679201
REGULATION OF NEURON DEATH%GOBP%GO:1901214	NA	2.90612874592E-4
BIOCARTA_MAL_PATHWAY%MSIGDB_C2%BIOCARTA_MAL_PATHWAY	NA	0.0109241128865
NEGATIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009895	NA	0.0412647082132
TUBE FORMATION%GOBP%GO:0035148	NA	5.46640185822E-4
OUTFLOW TRACT SEPTUM MORPHOGENESIS%GOBP%GO:0003148	NA	1.87916110517E-4
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN%GOBP%GO:0048002	NA	0.011620114515
G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000082	NA	0.0219591166819
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	NA	4.72821181302E-4
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	NA	0.0
SA_CASPASE_CASCADE%MSIGDB_C2%SA_CASPASE_CASCADE	NA	0.00425283829066
EMBRYONIC CRANIAL SKELETON MORPHOGENESIS%GOBP%GO:0048701	NA	0.00143286649339
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971	NA	0.00145123332875
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	NA	7.56318711061E-4
THYMUS DEVELOPMENT%GOBP%GO:0048538	NA	0.0438993861085
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954	NA	0.0
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	NA	0.00352717152294
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	NA	2.03011864548E-4
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	NA	0.0
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.1	NA	0.00624999589685
MITOCHONDRIAL BIOGENESIS%REACTOME DATABASE ID RELEASE 59%1592230	NA	0.0213637496575
CELL FATE COMMITMENT%GOBP%GO:0045165	NA	7.51895794622E-4
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905330	NA	9.18387006288E-5
HALLMARK_KRAS_SIGNALING_UP%MSIGDB_C2%HALLMARK_KRAS_SIGNALING_UP	NA	0.0296112610479
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	NA	0.046363741466
NOTCH SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NOTCH SIGNALING PATHWAY	NA	0.00399138978907
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	NA	1.06541565453E-4
HAIR CYCLE%GOBP%GO:0042633	NA	2.60744842345E-4
PID_IL2_STAT5_PATHWAY%MSIGDB_C2%PID_IL2_STAT5_PATHWAY	NA	0.02294841751
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	NA	0.0
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953	NA	0.0
MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.1	NA	0.0145266267521
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 59%201681	NA	0.00406124526771
TUBE DEVELOPMENT%GOBP%GO:0035295	NA	1.62068295227E-4
SA_REG_CASCADE_OF_CYCLIN_EXPR%MSIGDB_C2%SA_REG_CASCADE_OF_CYCLIN_EXPR	NA	0.0255066684546
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	NA	0.00243868399416
RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007265	NA	0.00821714689837
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	NA	0.00129254822263
BIOCARTA_HCMV_PATHWAY%MSIGDB_C2%BIOCARTA_HCMV_PATHWAY	NA	0.0399172307904
ST_JNK_MAPK_PATHWAY%MSIGDB_C2%ST_JNK_MAPK_PATHWAY	NA	0.0488452667063
LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761	NA	0.0
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	NA	0.00696443479768
RESPONSE TO UV%GOBP%GO:0009411	NA	0.0349274557452
SENSORY PERCEPTION OF CHEMICAL STIMULUS%GOBP%GO:0007606	NA	0.0
SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423	NA	0.00266160570701
MITOTIC CELL CYCLE CHECKPOINT%GOBP%GO:0007093	NA	0.00467837145556
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	NA	0.0476695984485
MITOTIC G1-G1 S PHASES%REACTOME%R-HSA-453279.1	NA	0.0145057144441
BMAL1:CLOCK,NPAS2 ACTIVATES CIRCADIAN GENE EXPRESSION%REACTOME DATABASE ID RELEASE 59%1368108	NA	0.00114598726437
REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0010464	NA	7.90657319207E-4
REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043523	NA	4.11773520466E-4
DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565	NA	0.0
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	NA	0.00368655173498
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	NA	3.97564901406E-4
MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009	NA	3.99530870447E-4
GROWTH%GOBP%GO:0040007	NA	0.00125853034195
BIOCARTA_CERAMIDE_PATHWAY%MSIGDB_C2%BIOCARTA_CERAMIDE_PATHWAY	NA	0.00141431598968
SIGNAL RELEASE%GOBP%GO:0023061	NA	0.00811086607639
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	NA	0.0
REGULATION OF MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0048634	NA	1.66259716656E-4
SIGNALING BY FGFR2 IIIA TM%REACTOME DATABASE ID RELEASE 59%8851708	NA	8.20686260938E-5
REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904029	NA	0.00126596116559
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 59%69615	NA	0.0120059378889
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	NA	0.0420089421552
BIOCARTA_VIP_PATHWAY%MSIGDB_C2%BIOCARTA_VIP_PATHWAY	NA	0.0319222602797
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	NA	0.00157909066809
NEGATIVE REGULATION OF CELLULAR CATABOLIC PROCESS%GOBP%GO:0031330	NA	0.0451599892687
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808	NA	0.0475495456721
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION	NA	0.00298220669542
G2 M CHECKPOINTS%REACTOME DATABASE ID RELEASE 59%69481	NA	0.0463974498919
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	NA	0.0
MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0060415	NA	7.95304211631E-5
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 59%5693532	NA	0.0384829666385
RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0034341	NA	0.0150510851705
RESPONSE TO METAL ION%GOBP%GO:0010038	NA	0.047011995368
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	NA	0.0158412258029
HALLMARK_NOTCH_SIGNALING%MSIGDB_C2%HALLMARK_NOTCH_SIGNALING	NA	0.00698602678623
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME DATABASE ID RELEASE 59%75815	NA	0.0463165290248
NEGATIVE REGULATION OF NEURON DEATH%GOBP%GO:1901215	NA	1.20162785869E-4
IRON ION HOMEOSTASIS%GOBP%GO:0055072	NA	0.0319305229086
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	NA	1.02859344704E-4
RECEPTOR CATABOLIC PROCESS%GOBP%GO:0032801	NA	0.0258932987615
CALCIUM ION REGULATED EXOCYTOSIS%GOBP%GO:0017156	NA	0.00248241847505
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	NA	3.88486927687E-4
MHC CLASS II ANTIGEN PRESENTATION%REACTOME DATABASE ID RELEASE 59%2132295	NA	0.00888642378974
SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596	NA	4.83176858085E-4
REGULATION OF STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0016202	NA	1.65902168878E-4
G1 S TRANSITION%REACTOME%R-HSA-69206.2	NA	0.00595767116316
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	NA	0.0
REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0055024	NA	0.0
BIOCARTA_TEL_PATHWAY%MSIGDB_C2%BIOCARTA_TEL_PATHWAY	NA	0.0410536319867
